Department_ID,Department_WID,Department_Name,Dept_Name_with_Manager_Name,Active,Parent_Dept_ID,Owner_EIN,Owner_EIN_WID,Department_Level,PRIMARY_LOCATION_CODE,Type,Subtype
DEPT_RISK_043,a34695c25c18596a24257eedca921963,Risk Management - Analytics,Risk Management - Analytics (Ronald Brown),1,DEPT_RISK,30007643,7390fb639adba42772c308d17283a065,2,LOC_SF,Supervisory,Department
DEPT_RISK_044,d62aa55bf7172f44e73a3084a5b448c2,Risk Management - Delivery,Risk Management - Delivery (Cheryl Fuentes),1,DEPT_RISK,30017690,178671d0f02ae6668ddde67e98b31937,2,LOC_CA_REM,Supervisory,Department
DEPT_RISK_045,206513f717479ca147956741cf7f5c09,Risk Management - Support,Risk Management - Support (Michael Allen),1,DEPT_RISK,30019107,5bece8a490a3e14331be82e14de9c40f,2,LOC_VAN,Supervisory,Department
DEPT_RISK_046,54aeeffd8c8dc0a31f2dbbc789ba525c,Risk Management - Advisory,Risk Management - Advisory (Isaac Hicks),1,DEPT_RISK,30009970,7a45b1ebe5221fdc571c296ad35d54d0,2,LOC_MIA,Supervisory,Department
DEPT_RISK_047,b6812aadb1ea9cdd6967e7ef5181caee,Risk Management - Governance,Risk Management - Governance (Gregory Johnson),1,DEPT_RISK,30017296,fd0e8107a1810a22a3e005cf603afed1,2,LOC_OTT,Supervisory,Department
DEPT_RISK_048,ebfffbdf5f763f0ad4dc0c3c07d20f53,Risk Management - Projects,Risk Management - Projects (Dawn Sloan),1,DEPT_RISK,30020125,3e7571e7a034fe374aff501ba649d657,2,LOC_MTL,Supervisory,Department
DEPT_RISK_049,50b4797bbdff8ba32230bea9f5715733,Risk Management - Infrastructure,Risk Management - Infrastructure (Daniel Boyd),1,DEPT_RISK,30004072,1d818ac430d85d2f6262b17be9b9d152,2,LOC_CHI,Supervisory,Department
DEPT_RISK_050,b3e7d0ab9899891464b1d9978b93f647,Risk Management - Client Services,Risk Management - Client Services (Cassandra Lopez),1,DEPT_RISK_041,30017136,17191413f093f4f34074dbf3d377aa59,3,LOC_HAL,Supervisory,Team
DEPT_RISK_051,5edb0ba10e9c94d63a631d984748e7f2,Risk Management - Research,Risk Management - Research (Natalie Fox),1,DEPT_RISK_042,30000672,03981f9e9fa8a5c7504734571409a8a1,3,LOC_TOR_HQ,Supervisory,Team
DEPT_RISK_052,2924d4788a68a302e421c4f1f5252d9a,Risk Management - Development,Risk Management - Development (Chelsea Schmitt),1,DEPT_RISK_043,30005755,cb81127ff21dce45b28480206bbf05d4,3,LOC_WIN,Supervisory,Team
DEPT_RISK_053,6d4f37f76384d19e887400eeac19c9b8,Risk Management - Planning,Risk Management - Planning (Loretta Rodriguez),1,DEPT_RISK_044,30015416,57233909f507877519d4ddce0abbf437,3,LOC_TOR_FP,Supervisory,Team
DEPT_RISK_054,0cd939d576fc5409afa1fb217324c87b,Risk Management - Integration,Risk Management - Integration (Steven Davis),1,DEPT_RISK_045,30019173,f1f82ba5a34a76bbbdb286017e110a0d,4,LOC_TOR_HQ,Supervisory,Team
DEPT_RISK_055,69113d4803349dc6c15ff9cea59d0a2e,Risk Management - Compliance,Risk Management - Compliance (Anthony Cole),1,DEPT_RISK_046,30014712,f01b0edee15025818c23770f9676da13,4,LOC_US_REM,Supervisory,Team
DEPT_OPS,0eeec83e64c18b8dfc9a466ed22e5c41,Operations Division,Operations Division (Meghan Garcia),1,DEPT_CEO,30000892,908b96bbbeeb794c0bf5f7137887bf18,1,LOC_TOR_HQ,Supervisory,Division
DEPT_OPS_056,e87fc55a75d6db7e2ad54cd0f5d05f9d,Operations - Strategy,Operations - Strategy (Shawn Sullivan),1,DEPT_OPS,30017607,bc48a741b415c620c896a48e18ed6460,2,LOC_CAL,Supervisory,Department
DEPT_OPS_057,9f5c3a7cc4100d2d0e02ab869a052f7e,Operations - Operations,Operations - Operations (Richard Johnson),1,DEPT_OPS,30010588,41943338ab44291f4e58ef71254854c8,2,LOC_TOR_HQ,Supervisory,Department
DEPT_OPS_058,0f704bfca17706a781a30298ec842c8e,Operations - Analytics,Operations - Analytics (Allison Pacheco),1,DEPT_OPS,30009772,6b33a9596c779e7d49d919c8ec984780,2,LOC_NYC,Supervisory,Department
DEPT_OPS_059,5acba272711f25ab837166eb3f91cd8a,Operations - Delivery,Operations - Delivery (Hannah Franco),1,DEPT_OPS,30001843,8e3eff6d4fbdb2bbf91cafb84493a95f,2,LOC_HAL,Supervisory,Department
DEPT_OPS_060,9d93659cd97a455d11dee6d56d186776,Operations - Support,Operations - Support (Tasha Kennedy),1,DEPT_OPS,30007703,e1f6e6d588fa84767a0f9e3827a090c3,2,LOC_VAN,Supervisory,Department
DEPT_OPS_061,d3543189a77e1c231552058e8a643562,Operations - Advisory,Operations - Advisory (Matthew Ross),1,DEPT_OPS,30007629,8bbbc3ccabf8da4d7de081c8b6b63328,2,LOC_TOR_HQ,Supervisory,Department
DEPT_OPS_062,da72ca1fb8070bde7cc3fd98c7063d96,Operations - Governance,Operations - Governance (Meghan Velasquez),1,DEPT_OPS,30004571,7b7a97ae5fe3ccf727857b641624ffc5,2,LOC_TOR_FP,Supervisory,Department
DEPT_OPS_063,270f43b7565417fba2063d41d3146d55,Operations - Projects,Operations - Projects (Heather Jordan),1,DEPT_OPS,30003420,8c3d16ff1e17c83ab3fd7104dc210b84,2,LOC_CAL,Supervisory,Department
DEPT_OPS_064,5b98b1543ec331484c2afab6f276277a,Operations - Infrastructure,Operations - Infrastructure (Hayley Duncan),1,DEPT_OPS,30017533,668364a8c2ed0f8c9a581d064ba274f9,2,LOC_CHI,Supervisory,Department
DEPT_OPS_065,6d0cf28613905337de9cf26f823d709c,Operations - Client Services,Operations - Client Services (Todd Martinez),1,DEPT_OPS,30005220,f40b83e0c0b17176876e2b886863a57a,2,LOC_MIA,Supervisory,Department
DEPT_OPS_066,b3bf09f47bc88cdc8a212cec13ca8ec2,Operations - Research,Operations - Research (Levi Ortiz),1,DEPT_OPS,30011734,9838e3d757f94ab8da20234aca0eafba,2,LOC_TOR_FP,Supervisory,Department
DEPT_OPS_067,d8bcb69d3b0572add4354bc72e994e40,Operations - Development,Operations - Development (Katrina Gilbert),1,DEPT_OPS,30013759,07c2ece8dc67426882d1f6918fd00898,2,LOC_CAL,Supervisory,Department
DEPT_OPS_068,4f704e13a52b0dd6649a54119baef308,Operations - Planning,Operations - Planning (Scott Perry),1,DEPT_OPS_056,30020571,cb3a45244ad6dbcb3f166dc12749d3c9,3,LOC_TOR_HQ,Supervisory,Team
DEPT_OPS_069,de8f3ce1a014310d08100f3551ae3438,Operations - Integration,Operations - Integration (Gregory Jackson),1,DEPT_OPS_057,30011024,5752faa26ee36b9e9dca610d97062bec,3,LOC_CHI,Supervisory,Team
DEPT_OPS_070,2b6f8573018edddf78f8ff543d4786e9,Operations - Compliance,Operations - Compliance (Wendy Phelps),1,DEPT_OPS_058,30020100,d349862ae37074b75cfc10cc45abc096,3,LOC_BOS,Supervisory,Team
DEPT_OPS_071,09d8a49404fc0c35340f3e9cc4c09e10,Operations - Reporting,Operations - Reporting (Theresa Martinez),1,DEPT_OPS_059,30019380,0a4644c0eec77d0d84c88aee82da8d92,3,LOC_TOR_HQ,Supervisory,Team
DEPT_OPS_072,879ad04d7c9395da7090b96bf0c8c8ee,Operations - Processing,Operations - Processing (Natasha Sparks),1,DEPT_OPS_060,30017960,51e974084854b2b73a692f897a85028e,3,LOC_TOR_HQ,Supervisory,Team
DEPT_OPS_073,b222e50c69d8d6d4b7e982f9d4089edf,Operations - Trading,Operations - Trading (Becky Martinez),1,DEPT_OPS_061,30010438,e17a4ecdabcb40ccb6ae3d8f048544dc,3,LOC_NYC,Supervisory,Team
DEPT_OPS_074,10fc543176062ed31680b8e79005c9b5,Operations - Risk,Operations - Risk (Rebecca Rivera),1,DEPT_OPS_062,30018551,cbb858fd4a5824bf7ddca74a04e23429,4,LOC_MTL,Supervisory,Team
DEPT_OPS_075,81d3fd34530a73e04e916045db8f8fea,Operations - Innovation,Operations - Innovation (Gene Castro),1,DEPT_OPS_063,30003349,495ba05e3e84c55c8f5c8b01db290ae1,4,LOC_TOR_HQ,Supervisory,Team
DEPT_HR,e04dc1dd4049b5e803fdb99e324f949a,Human Resources Division,Human Resources Division (Scott Duke),1,DEPT_CEO,30001651,ddf5f66be9581e834c5d16f78ceb1be2,1,LOC_TOR_HQ,Supervisory,Division
DEPT_HR_076,d37960d0a78df8b83b1daa3e9a26fbb2,Human Resources - Strategy,Human Resources - Strategy (Bradley Taylor),1,DEPT_HR,30017906,863ef1514f9e66b2a410adc967890497,2,LOC_VAN,Supervisory,Department
DEPT_HR_077,ba9d70acb53d66decb7130d4aa1e475b,Human Resources - Operations,Human Resources - Operations (Tina Glover),1,DEPT_HR,30015485,234710fa40781e3cb7c8952d43f5cedc,2,LOC_TOR_HQ,Supervisory,Department
DEPT_HR_078,19a052fa397a596ef722a8799f382e2f,Human Resources - Analytics,Human Resources - Analytics (Deanna Hess),1,DEPT_HR,30001897,13dc764007e1599e33ca5711edc4d8a4,2,LOC_MTL,Supervisory,Department
DEPT_HR_079,4182a0e850e6998a15d7d34a0eb24206,Human Resources - Delivery,Human Resources - Delivery (Brian Rogers),1,DEPT_HR,30020234,f5622ea2a9a79aef1ad64ba1b59068c7,2,LOC_MTL,Supervisory,Department
DEPT_HR_080,b168036c67fc78235741349a4ef2efe7,Human Resources - Support,Human Resources - Support (Krista Curtis),1,DEPT_HR_076,30013821,b18c61f239b86842c5730db47c0ed797,3,LOC_WIN,Supervisory,Team
DEPT_HR_081,cf524f35e1da8120284153df10e3c21b,Human Resources - Advisory,Human Resources - Advisory (Chad Tucker),1,DEPT_HR_077,30020315,d0d008656d1c6b1b8936605972567182,3,LOC_NYC,Supervisory,Team
DEPT_HR_082,3203dde7e63a89ce31695ee4592d8056,Human Resources - Governance,Human Resources - Governance (Trevor Vincent),1,DEPT_HR_078,30007003,e0cbfca3baf658570529e542f74e6507,3,LOC_WIN,Supervisory,Team
DEPT_HR_083,c20a2abd96855106a1792a58c400827e,Human Resources - Projects,Human Resources - Projects (Gail Morales),1,DEPT_HR_079,30018791,af13659714d467f6b01afdf4ecef09d3,4,LOC_TOR_HQ,Supervisory,Team
DEPT_LEGAL,09b87426ae6ad82b613b8c769c5d2244,Legal Division,Legal Division (Julie Anderson),1,DEPT_CEO,30000321,6977ba97467842b04a02356c0d371232,1,LOC_TOR_HQ,Supervisory,Division
DEPT_LEGAL_084,ad5c545965d79f348fd6770bbd5f5382,Legal - Strategy,Legal - Strategy (Kirk Moore),1,DEPT_LEGAL,30017708,49db231eb55dfd5a4942f8bdeda720d7,2,LOC_TOR_HQ,Supervisory,Department
DEPT_LEGAL_085,8dc59e93b7506f37351024ff16cedb31,Legal - Operations,Legal - Operations (Christopher Allison),1,DEPT_LEGAL,30002323,c4f26c687e2fbc1766b4497da23fe1e8,2,LOC_VAN,Supervisory,Department
DEPT_LEGAL_086,99780df4150bcbbf66fd9ce8e17a030e,Legal - Analytics,Legal - Analytics (Christopher Hurst),1,DEPT_LEGAL,30017075,7563a65e14b31d3b5e7b9642c87822bd,2,LOC_MIA,Supervisory,Department
DEPT_LEGAL_087,8b5947549831572a7f10bcddf2cfa3b9,Legal - Delivery,Legal - Delivery (Jason Cooper),1,DEPT_LEGAL_084,30018950,636df5585959849b4a853c023762e401,3,LOC_TOR_HQ,Supervisory,Team
DEPT_LEGAL_088,bd584c186e00aedbd0271502fdb0443b,Legal - Support,Legal - Support (Desiree Tyler),1,DEPT_LEGAL_085,30000518,8ef82364cab33a1dfb9caf82d495369a,3,LOC_MTL,Supervisory,Team
DEPT_LEGAL_089,3455eb37e53bbad4c8aa178cce32b37f,Legal - Advisory,Legal - Advisory (Kim Mcfarland),1,DEPT_LEGAL_086,30017249,f44832c4456e3cfe9fd4f06d791d28f5,4,LOC_TOR_HQ,Supervisory,Team
DEPT_SALES,b29ee4084f1dc08a36d84259660e41df,Sales & Advisory Division,Sales & Advisory Division (Melissa Gates),1,DEPT_CEO,30000307,3dca6d603f2093c269d8abfbbe78ac11,1,LOC_TOR_HQ,Supervisory,Division
DEPT_SALES_090,97721b899270ee4a917f6fe28db85263,Sales & Advisory - Strategy,Sales & Advisory - Strategy (Charles Willis),1,DEPT_SALES,30017845,4e4f6ff74a0610b179561f3dce73adfc,2,LOC_TOR_FP,Supervisory,Department
DEPT_SALES_091,f099d7690791dbbf111205c25ccc0dde,Sales & Advisory - Operations,Sales & Advisory - Operations (Darrell Tyler),1,DEPT_SALES,30014492,ff1b9ffdd6d3f4a332f7c5c9a3e96d28,2,LOC_CAL,Supervisory,Department
DEPT_SALES_092,45913a2862beeb85edcd3f6553ddac82,Sales & Advisory - Analytics,Sales & Advisory - Analytics (Wayne Nguyen),1,DEPT_SALES,30007020,0d359c9d61f9e57d6f0d9f81c5ee4eb4,2,LOC_TOR_HQ,Supervisory,Department
DEPT_SALES_093,390d49a9ed2af16573dc9cabc9e9a720,Sales & Advisory - Delivery,Sales & Advisory - Delivery (William Willis),1,DEPT_SALES,30012164,dea08d135003f8567821301944b320c1,2,LOC_MIA,Supervisory,Department
DEPT_SALES_094,b1f1c268de60fa7baf8fbd6903e225fd,Sales & Advisory - Support,Sales & Advisory - Support (William Robertson),1,DEPT_SALES,30012951,921b5af7db4332945951f2c786f8b7de,2,LOC_CA_REM,Supervisory,Department
DEPT_SALES_095,5f6f026e1b40db26fea4fa92c1a28d69,Sales & Advisory - Advisory,Sales & Advisory - Advisory (Jordan Johnston),1,DEPT_SALES,30017797,57152386572eb9ee877dcd28da5fb6a9,2,LOC_TOR_HQ,Supervisory,Department
DEPT_SALES_096,e2e60a5afe37277e53ea5d566617b214,Sales & Advisory - Governance,Sales & Advisory - Governance (Ryan Moss),1,DEPT_SALES,30016718,e7cb65e1ab7a7a21d2406ea009fd842c,2,LOC_TOR_HQ,Supervisory,Department
DEPT_SALES_097,f6c77671e52a312ca69e73f4ee607d0c,Sales & Advisory - Projects,Sales & Advisory - Projects (Samantha Bowman),1,DEPT_SALES,30014324,dfcbf71b06fb88b29e52d8e187e984db,2,LOC_OTT,Supervisory,Department
DEPT_SALES_098,2122135569cc4a304f152e7cfaaf0a78,Sales & Advisory - Infrastructure,Sales & Advisory - Infrastructure (Kevin Carney),1,DEPT_SALES,30020886,7552a0744e379b0567e0ea79ed10927b,2,LOC_VAN,Supervisory,Department
DEPT_SALES_099,deb90cd33c5e02cc400e2f3e3182b68d,Sales & Advisory - Client Services,Sales & Advisory - Client Services (Maria Wong),1,DEPT_SALES,30016612,b464d54941c6dbf211bf8b813372b91f,2,LOC_MTL,Supervisory,Department
DEPT_SALES_100,136b6926f7cd68aef3acfeb50d724355,Sales & Advisory - Research,Sales & Advisory - Research (Kenneth Price),1,DEPT_SALES_090,30003377,aeeca6eafc5723c233d67f330f2f1aed,3,LOC_NYC,Supervisory,Team
DEPT_SALES_101,ee753b536b811aa823cd9c408b1bb116,Sales & Advisory - Development,Sales & Advisory - Development (Ryan Browning),1,DEPT_SALES_091,30015720,1f998189fa2fbfd872bbbf90fb5f4f00,3,LOC_CHI,Supervisory,Team
DEPT_SALES_102,ece7467d328e928923b2e41fe75af53d,Sales & Advisory - Planning,Sales & Advisory - Planning (Emily Jones),1,DEPT_SALES_092,30015089,dfb59d17312578579da8e8d0f5046f98,3,LOC_TOR_HQ,Supervisory,Team
DEPT_SALES_103,b13a0f9fcec76b6dc46e3ea60656809d,Sales & Advisory - Integration,Sales & Advisory - Integration (Julia Conner),1,DEPT_SALES_093,30005095,b521520985eaac96e0c842f3d483b9fe,3,LOC_SF,Supervisory,Team
DEPT_SALES_104,60fd4965ba8aee4fb22c22999d0fdc91,Sales & Advisory - Compliance,Sales & Advisory - Compliance (Shaun Murray),1,DEPT_SALES_094,30010266,cfc05109ef6f032cbde193b8829dc040,3,LOC_TOR_HQ,Supervisory,Team
DEPT_SALES_105,473a7146dfa918a03183eb1e028fd76e,Sales & Advisory - Reporting,Sales & Advisory - Reporting (Crystal Morales),1,DEPT_SALES_095,30013492,4fda7288afa8b74b05010cf2a818025d,3,LOC_CAL,Supervisory,Team
DEPT_SALES_106,c1baaf0348ea51cedeb4d6083b154a22,Sales & Advisory - Processing,Sales & Advisory - Processing (Lauren Peterson),1,DEPT_SALES_096,30018803,cb13d10e64fe2cce0c005e73741df7c8,4,LOC_NYC,Supervisory,Team
DEPT_SALES_107,4cd86bd284e212bc05bf27592d6a2927,Sales & Advisory - Trading,Sales & Advisory - Trading (Amanda Ross),1,DEPT_SALES_097,30004937,2815e2a3af5a64479d2d1ab2eefd0579,4,LOC_NYC,Supervisory,Team
DEPT_MKT,d0e1c3191c31bc0382108967d84f7875,Marketing Division,Marketing Division (Oscar West),1,DEPT_CEO,30001516,45e285c2b9aaf657c582a400c3e16b4d,1,LOC_TOR_HQ,Supervisory,Division
