Department_ID,Department_WID,Department_Name,Dept_Name_with_Manager_Name,Active,Parent_Dept_ID,Owner_EIN,Owner_EIN_WID,Department_Level,PRIMARY_LOCATION_CODE,Type,Subtype
DEPT_TECH_016,d0e738fabf3cd550e3b437395686a778,Technology - Strategy,Technology - Strategy,1,DEPT_TECH,,aed58868a50e86fd2a117640bce04f0a,2,LOC_CHI,Supervisory,Department
DEPT_TECH_017,e210c05837b836ddc16335b1acbce455,Technology - Operations,Technology - Operations,1,DEPT_TECH,,d43e0edb3a2448f9d55b440fb649cb9c,2,LOC_TOR_HQ,Supervisory,Department
DEPT_TECH_018,0a4f3d54f2eb06af5641d9a0eebecb6c,Technology - Analytics,Technology - Analytics,1,DEPT_TECH,,a28ccf32ef0ea00deee55a2639c5d432,2,LOC_CAL,Supervisory,Department
DEPT_TECH_019,38b492625ed600ae7c94387773b6b2a7,Technology - Delivery,Technology - Delivery,1,DEPT_TECH,,ef5f6822ce11bd76027893fb93e05976,2,LOC_TOR_FP,Supervisory,Department
DEPT_TECH_020,1a5e0712fff60ead7c73968aa735c3e7,Technology - Support,Technology - Support,1,DEPT_TECH,,be7c2fad43a08037448ec7bb3941873b,2,LOC_TOR_HQ,Supervisory,Department
DEPT_TECH_021,5b6c37cdded4b2ca981a8f68d45ffc14,Technology - Advisory,Technology - Advisory,1,DEPT_TECH,,f66d29195e2bd68d4ee58dc08cf3400d,2,LOC_NYC,Supervisory,Department
DEPT_TECH_022,4a9b920f17dd3f0761c142da2b1da904,Technology - Governance,Technology - Governance,1,DEPT_TECH,,1ee36ad78ff7b4a0ebf86dd4f7ee7932,2,LOC_VAN,Supervisory,Department
DEPT_TECH_023,8203a3ddd03630a8b56a6b93eb119692,Technology - Projects,Technology - Projects,1,DEPT_TECH,,cd3f96c2de61703a1966da70710f89be,2,LOC_DAL,Supervisory,Department
DEPT_TECH_024,ec9238bb6559952da52558bfab023606,Technology - Infrastructure,Technology - Infrastructure,1,DEPT_TECH,,4ae10b3c067dda3f6d6fffc9d01fd4fd,2,LOC_SF,Supervisory,Department
DEPT_TECH_025,67e030c09260ec332c107a92388de221,Technology - Client Services,Technology - Client Services,1,DEPT_TECH,,40be8ab9bf646741a77312aac2ea1e1b,2,LOC_VAN,Supervisory,Department
DEPT_TECH_026,1c0c9d91f70e275d3eeefc04e0efa668,Technology - Research,Technology - Research,1,DEPT_TECH,,e27c379fc23efcb1acb0bae52fb3f972,2,LOC_MTL,Supervisory,Department
DEPT_TECH_027,ab1d45466ed65274d003e10e4c964fd8,Technology - Development,Technology - Development,1,DEPT_TECH,,c774507c3ac889f2570dac52088d9721,2,LOC_TOR_FP,Supervisory,Department
DEPT_TECH_028,6d637abab589023c49f3590570d61144,Technology - Planning,Technology - Planning,1,DEPT_TECH,,c7d1c80be865149ddcd8d0d8ca5b6aa0,2,LOC_NYC,Supervisory,Department
DEPT_TECH_029,92ee59f1493451a64b1c9ee0721dead5,Technology - Integration,Technology - Integration,1,DEPT_TECH,,ce37145f4753402bc407c3b74bae5207,2,LOC_TOR_HQ,Supervisory,Department
DEPT_TECH_030,d2512604f7fbc4b4a7cc9bb44be0d903,Technology - Compliance,Technology - Compliance,1,DEPT_TECH,,e1cc57bb2ccf21d34168a0e19d6f1ae3,2,LOC_TOR_HQ,Supervisory,Department
DEPT_TECH_031,436c78d0d8460a7c96161ab847cdbd0b,Technology - Reporting,Technology - Reporting,1,DEPT_TECH_016,,feba26fb437118b1ff92b594f328b7ce,3,LOC_BOS,Supervisory,Team
DEPT_TECH_032,66e3a1ae0a4256affe86e36729691a56,Technology - Processing,Technology - Processing,1,DEPT_TECH_017,,b261339fbaac6ac2b101af24cfe3696c,3,LOC_TOR_FP,Supervisory,Team
DEPT_TECH_033,cf063f5bb07ff8f594d62c11bf377de8,Technology - Trading,Technology - Trading,1,DEPT_TECH_018,,426641eadb527c5c05fe545777ae9544,3,LOC_CAL,Supervisory,Team
DEPT_TECH_034,82ffd73041bdf251417310ec3eb21bd2,Technology - Risk,Technology - Risk,1,DEPT_TECH_019,,59c7a5f448d4bbf561d988f8e2311755,3,LOC_TOR_FP,Supervisory,Team
DEPT_TECH_035,1306c9d6fbace039fc395707432a06a1,Technology - Innovation,Technology - Innovation,1,DEPT_TECH_020,,09f267e773b7de21dad83060e8805f76,3,LOC_TOR_HQ,Supervisory,Team
DEPT_TECH_036,74b36d6cecc90ae17f1d1a667c3c3a28,Technology - Quality Assurance,Technology - Quality Assurance,1,DEPT_TECH_021,,3036edee38cc8a65b62c15b334e13cf0,3,LOC_TOR_HQ,Supervisory,Team
DEPT_TECH_037,5980e388701e23af3f77cae7981248ce,Technology - Architecture,Technology - Architecture,1,DEPT_TECH_022,,221b4eab3a5bdc8610a3113c17affbd8,3,LOC_TOR_HQ,Supervisory,Team
DEPT_TECH_038,96b61f7ba65a675d5e3063c384f82e78,Technology - Engineering,Technology - Engineering,1,DEPT_TECH_023,,5272e0745d870ada6eb2b8993b45cfa0,4,LOC_SF,Supervisory,Team
DEPT_TECH_039,72903da7be4bac467ef8b049536610e1,Technology - Data,Technology - Data,1,DEPT_TECH_024,,5f7203ad04e8da0b1c24a61564945927,4,LOC_TOR_HQ,Supervisory,Team
DEPT_TECH_040,48d3e845b2c733b306076187038f81e9,Technology - Transformation,Technology - Transformation,1,DEPT_TECH_025,,abb93b5dba5694561729d577b78770b2,4,LOC_TOR_HQ,Supervisory,Team
DEPT_RISK,1ad7bc2dc9c8809d43df18a7da1c692f,Risk Management Division,Risk Management Division,1,DEPT_CEO,,b605c1031d8d23f44118bf5b9caa05eb,1,LOC_TOR_HQ,Supervisory,Division
DEPT_RISK_041,848c56adf3ee80f45fc91841774df9b9,Risk Management - Strategy,Risk Management - Strategy,1,DEPT_RISK,,8a764fbc8c52f8a20db04027a6229076,2,LOC_TOR_HQ,Supervisory,Department
DEPT_RISK_042,773de884ac0d62d4a64e6344ea9ad7ba,Risk Management - Operations,Risk Management - Operations,1,DEPT_RISK,,1eb890e34d5f24ae91b1b62fd0450d47,2,LOC_TOR_HQ,Supervisory,Department
DEPT_RISK_043,a34695c25c18596a24257eedca921963,Risk Management - Analytics,Risk Management - Analytics,1,DEPT_RISK,,71403e466427f217ad637509be33c1d6,2,LOC_SF,Supervisory,Department
DEPT_RISK_044,d62aa55bf7172f44e73a3084a5b448c2,Risk Management - Delivery,Risk Management - Delivery,1,DEPT_RISK,,cbdf1fb525299772bec21442ce3cdc06,2,LOC_CA_REM,Supervisory,Department
DEPT_RISK_045,206513f717479ca147956741cf7f5c09,Risk Management - Support,Risk Management - Support,1,DEPT_RISK,,a3d1afcf457aed69d71823d461bebe05,2,LOC_VAN,Supervisory,Department
DEPT_RISK_046,54aeeffd8c8dc0a31f2dbbc789ba525c,Risk Management - Advisory,Risk Management - Advisory,1,DEPT_RISK,,f50f6e1042a6206ab6c7ca51522dcbf3,2,LOC_MIA,Supervisory,Department
DEPT_RISK_047,b6812aadb1ea9cdd6967e7ef5181caee,Risk Management - Governance,Risk Management - Governance,1,DEPT_RISK,,bb1f364fc69d372ab87371e1913e46d3,2,LOC_OTT,Supervisory,Department
DEPT_RISK_048,ebfffbdf5f763f0ad4dc0c3c07d20f53,Risk Management - Projects,Risk Management - Projects,1,DEPT_RISK,,cceb1b3d05bb61d4144532989834c865,2,LOC_MTL,Supervisory,Department
DEPT_RISK_049,50b4797bbdff8ba32230bea9f5715733,Risk Management - Infrastructure,Risk Management - Infrastructure,1,DEPT_RISK,,2ee987d28af91257a712e90a3af31da2,2,LOC_CHI,Supervisory,Department
DEPT_RISK_050,b3e7d0ab9899891464b1d9978b93f647,Risk Management - Client Services,Risk Management - Client Services,1,DEPT_RISK_041,,92f0bb597a2bc6a0f5d14c505b795e03,3,LOC_HAL,Supervisory,Team
DEPT_RISK_051,5edb0ba10e9c94d63a631d984748e7f2,Risk Management - Research,Risk Management - Research,1,DEPT_RISK_042,,779cbff2a062f5bdfd4e183da702e9d2,3,LOC_TOR_HQ,Supervisory,Team
DEPT_RISK_052,2924d4788a68a302e421c4f1f5252d9a,Risk Management - Development,Risk Management - Development,1,DEPT_RISK_043,,b0e0e00f436eec2bff79ff9760494e03,3,LOC_WIN,Supervisory,Team
DEPT_RISK_053,6d4f37f76384d19e887400eeac19c9b8,Risk Management - Planning,Risk Management - Planning,1,DEPT_RISK_044,,405d97971e54152b705b2003d5914c9e,3,LOC_TOR_FP,Supervisory,Team
DEPT_RISK_054,0cd939d576fc5409afa1fb217324c87b,Risk Management - Integration,Risk Management - Integration,1,DEPT_RISK_045,,8f93c45cdc6669af1ccead9dda1bc20f,4,LOC_TOR_HQ,Supervisory,Team
DEPT_RISK_055,69113d4803349dc6c15ff9cea59d0a2e,Risk Management - Compliance,Risk Management - Compliance,1,DEPT_RISK_046,,458390268b8c5bf3d9335fc99f4c064e,4,LOC_US_REM,Supervisory,Team
DEPT_OPS,0eeec83e64c18b8dfc9a466ed22e5c41,Operations Division,Operations Division,1,DEPT_CEO,,9d0d3b940db0c757d8154f6a0687c01f,1,LOC_TOR_HQ,Supervisory,Division
DEPT_OPS_056,e87fc55a75d6db7e2ad54cd0f5d05f9d,Operations - Strategy,Operations - Strategy,1,DEPT_OPS,,8a7b94a1a2379d3257f9255791a5c90f,2,LOC_CAL,Supervisory,Department
DEPT_OPS_057,9f5c3a7cc4100d2d0e02ab869a052f7e,Operations - Operations,Operations - Operations,1,DEPT_OPS,,8a0f73518f941173337bb5b36b712814,2,LOC_TOR_HQ,Supervisory,Department
DEPT_OPS_058,0f704bfca17706a781a30298ec842c8e,Operations - Analytics,Operations - Analytics,1,DEPT_OPS,,d182e95d29a47dc147c5930227ab6519,2,LOC_NYC,Supervisory,Department
DEPT_OPS_059,5acba272711f25ab837166eb3f91cd8a,Operations - Delivery,Operations - Delivery,1,DEPT_OPS,,67e25699127572d37b04071b86a15656,2,LOC_HAL,Supervisory,Department
DEPT_OPS_060,9d93659cd97a455d11dee6d56d186776,Operations - Support,Operations - Support,1,DEPT_OPS,,ca89a78ab7e294a46e5ea5fa41e9d41a,2,LOC_VAN,Supervisory,Department
DEPT_OPS_061,d3543189a77e1c231552058e8a643562,Operations - Advisory,Operations - Advisory,1,DEPT_OPS,,92513c310e22a6cc589bad464e3466ec,2,LOC_TOR_HQ,Supervisory,Department
DEPT_OPS_062,da72ca1fb8070bde7cc3fd98c7063d96,Operations - Governance,Operations - Governance,1,DEPT_OPS,,8da21799a54845ba418044409f8f6603,2,LOC_TOR_FP,Supervisory,Department
DEPT_OPS_063,270f43b7565417fba2063d41d3146d55,Operations - Projects,Operations - Projects,1,DEPT_OPS,,2a026e84375098ab0f8f2c2c75b6b0dd,2,LOC_CAL,Supervisory,Department
DEPT_OPS_064,5b98b1543ec331484c2afab6f276277a,Operations - Infrastructure,Operations - Infrastructure,1,DEPT_OPS,,7c7daa5b9781e26258fe39a9a332c5c5,2,LOC_CHI,Supervisory,Department
DEPT_OPS_065,6d0cf28613905337de9cf26f823d709c,Operations - Client Services,Operations - Client Services,1,DEPT_OPS,,9f0470bedc21663d331c8ac138c53962,2,LOC_MIA,Supervisory,Department
DEPT_OPS_066,b3bf09f47bc88cdc8a212cec13ca8ec2,Operations - Research,Operations - Research,1,DEPT_OPS,,66dd26ca9e0aa4039fccc2f59bd46ffb,2,LOC_TOR_FP,Supervisory,Department
DEPT_OPS_067,d8bcb69d3b0572add4354bc72e994e40,Operations - Development,Operations - Development,1,DEPT_OPS,,8b1716e610526b330adca6bcd7a568ef,2,LOC_CAL,Supervisory,Department
DEPT_OPS_068,4f704e13a52b0dd6649a54119baef308,Operations - Planning,Operations - Planning,1,DEPT_OPS_056,,32855e2b074e6cf5df0b7446cfcd6f83,3,LOC_TOR_HQ,Supervisory,Team
DEPT_OPS_069,de8f3ce1a014310d08100f3551ae3438,Operations - Integration,Operations - Integration,1,DEPT_OPS_057,,96816afe74c417556725f74265856cc8,3,LOC_CHI,Supervisory,Team
DEPT_OPS_070,2b6f8573018edddf78f8ff543d4786e9,Operations - Compliance,Operations - Compliance,1,DEPT_OPS_058,,f76a4714399174242371cc8919a641c8,3,LOC_BOS,Supervisory,Team
DEPT_OPS_071,09d8a49404fc0c35340f3e9cc4c09e10,Operations - Reporting,Operations - Reporting,1,DEPT_OPS_059,,259f6d3847bdcd2a4f22c49768173b8f,3,LOC_TOR_HQ,Supervisory,Team
DEPT_OPS_072,879ad04d7c9395da7090b96bf0c8c8ee,Operations - Processing,Operations - Processing,1,DEPT_OPS_060,,990ea0f64317fad7cd44128cf353230b,3,LOC_TOR_HQ,Supervisory,Team
DEPT_OPS_073,b222e50c69d8d6d4b7e982f9d4089edf,Operations - Trading,Operations - Trading,1,DEPT_OPS_061,,58104327d46fc2ee37a8c790008f43a5,3,LOC_NYC,Supervisory,Team
DEPT_OPS_074,10fc543176062ed31680b8e79005c9b5,Operations - Risk,Operations - Risk,1,DEPT_OPS_062,,3903e96c78967f4e9c9e705f01afe39b,4,LOC_MTL,Supervisory,Team
DEPT_OPS_075,81d3fd34530a73e04e916045db8f8fea,Operations - Innovation,Operations - Innovation,1,DEPT_OPS_063,,680dab400be76c3955d3f286508b31e7,4,LOC_TOR_HQ,Supervisory,Team
DEPT_HR,e04dc1dd4049b5e803fdb99e324f949a,Human Resources Division,Human Resources Division,1,DEPT_CEO,,dff7382977d6d13fa9dce1b8b0f98572,1,LOC_TOR_HQ,Supervisory,Division
DEPT_HR_076,d37960d0a78df8b83b1daa3e9a26fbb2,Human Resources - Strategy,Human Resources - Strategy,1,DEPT_HR,,12c8fa9e707b86a88d454672a7072693,2,LOC_VAN,Supervisory,Department
DEPT_HR_077,ba9d70acb53d66decb7130d4aa1e475b,Human Resources - Operations,Human Resources - Operations,1,DEPT_HR,,eee059d194086fa91f9f28f8a2ff07cd,2,LOC_TOR_HQ,Supervisory,Department
DEPT_HR_078,19a052fa397a596ef722a8799f382e2f,Human Resources - Analytics,Human Resources - Analytics,1,DEPT_HR,,8297456cb2ac595eed95ed51a5e1e663,2,LOC_MTL,Supervisory,Department
DEPT_HR_079,4182a0e850e6998a15d7d34a0eb24206,Human Resources - Delivery,Human Resources - Delivery,1,DEPT_HR,,56df7ce7dbb71e0b529b8fd2c30d386e,2,LOC_MTL,Supervisory,Department
DEPT_HR_080,b168036c67fc78235741349a4ef2efe7,Human Resources - Support,Human Resources - Support,1,DEPT_HR_076,,e428c690e0c726c3f6faf3039929c7c6,3,LOC_WIN,Supervisory,Team
DEPT_HR_081,cf524f35e1da8120284153df10e3c21b,Human Resources - Advisory,Human Resources - Advisory,1,DEPT_HR_077,,0eac1a8ef816519840b90e8198284476,3,LOC_NYC,Supervisory,Team
DEPT_HR_082,3203dde7e63a89ce31695ee4592d8056,Human Resources - Governance,Human Resources - Governance,1,DEPT_HR_078,,f1525086cffa4e8d9c43b75e2c20b43b,3,LOC_WIN,Supervisory,Team
DEPT_HR_083,c20a2abd96855106a1792a58c400827e,Human Resources - Projects,Human Resources - Projects,1,DEPT_HR_079,,7c29e6f23d05bce64c954c304135bfa1,4,LOC_TOR_HQ,Supervisory,Team
DEPT_LEGAL,09b87426ae6ad82b613b8c769c5d2244,Legal Division,Legal Division,1,DEPT_CEO,,cb7d0d4d1045ba9d487ef799a4d4f670,1,LOC_TOR_HQ,Supervisory,Division
DEPT_LEGAL_084,ad5c545965d79f348fd6770bbd5f5382,Legal - Strategy,Legal - Strategy,1,DEPT_LEGAL,,f52ebdcf727a74fb2235456c5df6b18f,2,LOC_TOR_HQ,Supervisory,Department
DEPT_LEGAL_085,8dc59e93b7506f37351024ff16cedb31,Legal - Operations,Legal - Operations,1,DEPT_LEGAL,,3f0db1cea3f30810f21433f0e5d65421,2,LOC_VAN,Supervisory,Department
DEPT_LEGAL_086,99780df4150bcbbf66fd9ce8e17a030e,Legal - Analytics,Legal - Analytics,1,DEPT_LEGAL,,1a3aab89897a68786731601f9e063581,2,LOC_MIA,Supervisory,Department
DEPT_LEGAL_087,8b5947549831572a7f10bcddf2cfa3b9,Legal - Delivery,Legal - Delivery,1,DEPT_LEGAL_084,,68b1718375e37c80fbb08023edc23b32,3,LOC_TOR_HQ,Supervisory,Team
DEPT_LEGAL_088,bd584c186e00aedbd0271502fdb0443b,Legal - Support,Legal - Support,1,DEPT_LEGAL_085,,c386300d43b74a9936fbc1814cd30909,3,LOC_MTL,Supervisory,Team
DEPT_LEGAL_089,3455eb37e53bbad4c8aa178cce32b37f,Legal - Advisory,Legal - Advisory,1,DEPT_LEGAL_086,,81035a3900fbeba7ec629e20500411e4,4,LOC_TOR_HQ,Supervisory,Team
DEPT_SALES,b29ee4084f1dc08a36d84259660e41df,Sales & Advisory Division,Sales & Advisory Division,1,DEPT_CEO,,f03266a0b9e410cf31150fe13718ff8e,1,LOC_TOR_HQ,Supervisory,Division
DEPT_SALES_090,97721b899270ee4a917f6fe28db85263,Sales & Advisory - Strategy,Sales & Advisory - Strategy,1,DEPT_SALES,,3bdd71a62b28f3bd91efc8028f7397a2,2,LOC_TOR_FP,Supervisory,Department
DEPT_SALES_091,f099d7690791dbbf111205c25ccc0dde,Sales & Advisory - Operations,Sales & Advisory - Operations,1,DEPT_SALES,,808ca2cbfeef3d6f9008a09cc156f7cf,2,LOC_CAL,Supervisory,Department
DEPT_SALES_092,45913a2862beeb85edcd3f6553ddac82,Sales & Advisory - Analytics,Sales & Advisory - Analytics,1,DEPT_SALES,,a535273019e9b5cf69cf67013b26f38b,2,LOC_TOR_HQ,Supervisory,Department
DEPT_SALES_093,390d49a9ed2af16573dc9cabc9e9a720,Sales & Advisory - Delivery,Sales & Advisory - Delivery,1,DEPT_SALES,,540eee0c8aae12a7840c7868401d41ba,2,LOC_MIA,Supervisory,Department
DEPT_SALES_094,b1f1c268de60fa7baf8fbd6903e225fd,Sales & Advisory - Support,Sales & Advisory - Support,1,DEPT_SALES,,187e7ee9b8c459f89098d2649a34fbfa,2,LOC_CA_REM,Supervisory,Department
DEPT_SALES_095,5f6f026e1b40db26fea4fa92c1a28d69,Sales & Advisory - Advisory,Sales & Advisory - Advisory,1,DEPT_SALES,,c54fcefcbf4b9410d52bb9d53d744f64,2,LOC_TOR_HQ,Supervisory,Department
DEPT_SALES_096,e2e60a5afe37277e53ea5d566617b214,Sales & Advisory - Governance,Sales & Advisory - Governance,1,DEPT_SALES,,355d196d589f85ce2c7fc1679cd368b3,2,LOC_TOR_HQ,Supervisory,Department
DEPT_SALES_097,f6c77671e52a312ca69e73f4ee607d0c,Sales & Advisory - Projects,Sales & Advisory - Projects,1,DEPT_SALES,,b8be5a0f4f6fede68140e4fa1c4f1455,2,LOC_OTT,Supervisory,Department
DEPT_SALES_098,2122135569cc4a304f152e7cfaaf0a78,Sales & Advisory - Infrastructure,Sales & Advisory - Infrastructure,1,DEPT_SALES,,7d3140b7118f3e3aad7890ebbb602d0c,2,LOC_VAN,Supervisory,Department
DEPT_SALES_099,deb90cd33c5e02cc400e2f3e3182b68d,Sales & Advisory - Client Services,Sales & Advisory - Client Services,1,DEPT_SALES,,3cbd5ccaff1e44594494d717273a410a,2,LOC_MTL,Supervisory,Department
DEPT_SALES_100,136b6926f7cd68aef3acfeb50d724355,Sales & Advisory - Research,Sales & Advisory - Research,1,DEPT_SALES_090,,2ecafb35d0353bfbe244e32e4e47bd37,3,LOC_NYC,Supervisory,Team
DEPT_SALES_101,ee753b536b811aa823cd9c408b1bb116,Sales & Advisory - Development,Sales & Advisory - Development,1,DEPT_SALES_091,,d941fa42fa69dfa0eae9ebd46dfa0b41,3,LOC_CHI,Supervisory,Team
DEPT_SALES_102,ece7467d328e928923b2e41fe75af53d,Sales & Advisory - Planning,Sales & Advisory - Planning,1,DEPT_SALES_092,,ba186194d01cafa4ab5d0083ef5a3526,3,LOC_TOR_HQ,Supervisory,Team
DEPT_SALES_103,b13a0f9fcec76b6dc46e3ea60656809d,Sales & Advisory - Integration,Sales & Advisory - Integration,1,DEPT_SALES_093,,cb2ac647bb3cf72182e27e0313a0df85,3,LOC_SF,Supervisory,Team
DEPT_SALES_104,60fd4965ba8aee4fb22c22999d0fdc91,Sales & Advisory - Compliance,Sales & Advisory - Compliance,1,DEPT_SALES_094,,fef02508e59fc95150fd3c5300e85f9f,3,LOC_TOR_HQ,Supervisory,Team
DEPT_SALES_105,473a7146dfa918a03183eb1e028fd76e,Sales & Advisory - Reporting,Sales & Advisory - Reporting,1,DEPT_SALES_095,,a6f91166b1f6524f8bb6defefd21223a,3,LOC_CAL,Supervisory,Team
DEPT_SALES_106,c1baaf0348ea51cedeb4d6083b154a22,Sales & Advisory - Processing,Sales & Advisory - Processing,1,DEPT_SALES_096,,20e9292ee2b7c37fb6460d0bf29099f6,4,LOC_NYC,Supervisory,Team
DEPT_SALES_107,4cd86bd284e212bc05bf27592d6a2927,Sales & Advisory - Trading,Sales & Advisory - Trading,1,DEPT_SALES_097,,23025b19829892266ae92ca09acb3be4,4,LOC_NYC,Supervisory,Team
DEPT_MKT,d0e1c3191c31bc0382108967d84f7875,Marketing Division,Marketing Division,1,DEPT_CEO,,2cbf0464752dcdece9fd17edf236c41f,1,LOC_TOR_HQ,Supervisory,Division
DEPT_MKT_108,bdc430022cfa88c67ef0c70f046c3caa,Marketing - Strategy,Marketing - Strategy,1,DEPT_MKT,,f0dd2e2e2f421085019977fbc041b2c0,2,LOC_US_REM,Supervisory,Department
DEPT_MKT_109,8275ee797a79449af2ea72e1f98c57d0,Marketing - Operations,Marketing - Operations,1,DEPT_MKT,,dc525dbf1b4cee8c5bbbd537506883e2,2,LOC_CAL,Supervisory,Department
DEPT_MKT_110,755c3df31603a011aa805355777cddf9,Marketing - Analytics,Marketing - Analytics,1,DEPT_MKT,,be5071079a60328a9c1b9cabcc43023d,2,LOC_MTL,Supervisory,Department
DEPT_MKT_111,aa155a35210714590064fe429ee970e6,Marketing - Delivery,Marketing - Delivery,1,DEPT_MKT_108,,b87d2a464eecf6db443903add2d2ac80,3,LOC_CA_REM,Supervisory,Team
DEPT_MKT_112,6c61a779f488365467025a8f82991261,Marketing - Support,Marketing - Support,1,DEPT_MKT_109,,d288820c82de8a462bf59364c781286e,3,LOC_MIA,Supervisory,Team
DEPT_MKT_113,af5d310074870ca527fd0defd1528744,Marketing - Advisory,Marketing - Advisory,1,DEPT_MKT_110,,912d5b1f5302d52432e14217bc9430c9,4,LOC_VAN,Supervisory,Team
DEPT_INVEST,027683cc78d8b9b3e548d7b3fb8ceac8,Investment Management Division,Investment Management Division,1,DEPT_CEO,,f06bc0edc1d490b23497243ec83e4ddc,1,LOC_TOR_HQ,Supervisory,Division
DEPT_INVEST_114,1dc961e3ec838264bae5af0b0a3a6716,Investment Management - Strategy,Investment Management - Strategy,1,DEPT_INVEST,,f812cc53000feb43a8e0ef85320f5414,2,LOC_CAL,Supervisory,Department
DEPT_INVEST_115,71a7e16346f2a27736bd7d5f4694b92e,Investment Management - Operations,Investment Management - Operations,1,DEPT_INVEST,,1119578b1cccd10cab059fb9aa921e8d,2,LOC_SF,Supervisory,Department
DEPT_INVEST_116,1487436afc5a741cd8a8498027651820,Investment Management - Analytics,Investment Management - Analytics,1,DEPT_INVEST,,b2417dd130fa18d3c9f05cc3c32d5c61,2,LOC_TOR_FP,Supervisory,Department
DEPT_INVEST_117,7c3d0f9372d6a637762c1379a683d0ee,Investment Management - Delivery,Investment Management - Delivery,1,DEPT_INVEST,,404b248f392ff5a1240ca0642dcaab55,2,LOC_TOR_HQ,Supervisory,Department
DEPT_INVEST_118,6e908da0c6fbfbd58d215fedb103a9f6,Investment Management - Support,Investment Management - Support,1,DEPT_INVEST,,7b2614eb438161abb4aaf8097fc887b7,2,LOC_BOS,Supervisory,Department
